continous_index,original_index,zinc_id,smiles,src
257,483,ZINC000001575288,N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)O,bachem-for-sale.csv
258,484,ZINC000001575492,C[C@@H](N)C(=O)NCC(=O)O,bachem-for-sale.csv
259,485,ZINC000001575493,C[C@H](N)C(=O)N[C@@H](C)C(=O)O,bachem-for-sale.csv
260,486,ZINC000001575494,C[C@H](NC(=O)[C@@H](C)N)C(=O)O,bachem-for-sale.csv
261,487,ZINC000001575495,C[C@H](N)C(=O)N[C@H](C)C(=O)O,bachem-for-sale.csv
262,488,ZINC000001575497,NCC(=O)N1C[C@H](O)C[C@H]1C(=O)O,bachem-for-sale.csv
263,489,ZINC000001575500,C[C@H](NC(=O)CNC(=O)CN)C(=O)O,bachem-for-sale.csv
264,490,ZINC000001575501,C[C@@H](N)C(=O)NCC(=O)NCC(=O)O,bachem-for-sale.csv
265,491,ZINC000001575507,CC[C@@H](C)[C@H](NC(=O)CN)C(=O)O,bachem-for-sale.csv
266,492,ZINC000001575516,CC(C)C[C@H](NC(=O)[C@@H](C)N)C(=O)O,bachem-for-sale.csv
267,493,ZINC000001575521,CC(C)C[C@@H](N)C(=O)NCC(=O)NCC(=O)O,bachem-for-sale.csv
268,494,ZINC000001575524,C[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,bachem-for-sale.csv
269,495,ZINC000001575525,C[C@@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,bachem-for-sale.csv
270,496,ZINC000001575526,C[C@H](N)C(=O)N[C@H](Cc1ccccc1)C(=O)O,bachem-for-sale.csv
271,497,ZINC000001575527,C[C@@H](N)C(=O)N[C@H](Cc1ccccc1)C(=O)O,bachem-for-sale.csv
272,498,ZINC000001575534,CC(C)C[C@H](NC(=O)CN)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,bachem-for-sale.csv
273,499,ZINC000001575541,NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,bachem-for-sale.csv
274,500,ZINC000001575546,NCCC(=O)NCC(=O)O,bachem-for-sale.csv
275,501,ZINC000001575548,CC[C@@H](NC(=O)CN)C(=O)O,bachem-for-sale.csv
276,502,ZINC000001575549,C[C@H](N)C(=O)N[C@@H](CO)C(=O)O,bachem-for-sale.csv
277,503,ZINC000001575553,C[C@H](N)C(=O)N[C@@H](CC(N)=O)C(=O)O,bachem-for-sale.csv
278,506,ZINC000001575986,C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,bachem-for-sale.csv
279,507,ZINC000001575996,C[C@H](NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)OCc1ccccc1)C(=O)O,bachem-for-sale.csv
280,508,ZINC000001576022,NCC(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)O,bachem-for-sale.csv
281,509,ZINC000001576027,NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)O,bachem-for-sale.csv
282,511,ZINC000001576078,C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OCc1ccccc1)C(=O)O,bachem-for-sale.csv
283,512,ZINC000001576080,O=C(O)CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OCc1ccccc1,bachem-for-sale.csv
284,521,ZINC000001576166,N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,bachem-for-sale.csv
285,523,ZINC000001576184,C[C@H](NC(=O)CN)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,bachem-for-sale.csv
286,524,ZINC000001576188,N=C(N)NCCC[C@H](NC(=O)CNC(=O)CN)C(=O)O,bachem-for-sale.csv
287,525,ZINC000001576189,NCC(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)O,bachem-for-sale.csv
288,526,ZINC000001576190,NCC(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,bachem-for-sale.csv
289,527,ZINC000001576191,NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)O,bachem-for-sale.csv
290,528,ZINC000001576193,CN(CC(=O)O)C(=O)CNC(=O)CN,bachem-for-sale.csv
291,529,ZINC000001576200,C[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)O,bachem-for-sale.csv
292,530,ZINC000001576202,N[C@@H](CCC(=O)NCC(=O)O)C(=O)O,bachem-for-sale.csv
293,531,ZINC000001576203,N[C@@H](CCC(=O)NCC(=O)NCC(=O)O)C(=O)O,bachem-for-sale.csv
294,532,ZINC000001576211,N=C(N)NCCC[C@H](NC(=O)CN)C(=O)O,bachem-for-sale.csv
295,537,ZINC000001576227,NCCCC[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,bachem-for-sale.csv
296,551,ZINC000001576243,CC(C)(C)OC(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,bachem-for-sale.csv
297,564,ZINC000001576268,CC(C)C[C@H](NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)O,bachem-for-sale.csv
298,567,ZINC000001576296,CC(C)[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)O,bachem-for-sale.csv
299,580,ZINC000001576323,CSCC[C@H](N)C(=O)N[C@@H](CC(N)=O)C(=O)O,bachem-for-sale.csv
300,581,ZINC000001576490,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)CN)C(=O)O,bachem-for-sale.csv
301,584,ZINC000001578617,CC(C)[C@H](N)C(=O)N[C@@H](C)C(=O)O,bachem-for-sale.csv
302,585,ZINC000001578621,CC(C)[C@H](N)C(=O)N[C@@H](CO)C(=O)O,bachem-for-sale.csv
303,586,ZINC000001578628,COc1cc(NC(=O)[C@H](C)NC(=O)[C@@H](N)CCCCN)cc2ccccc12,bachem-for-sale.csv
304,587,ZINC000001579638,N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(=O)O)C(=O)O,bachem-for-sale.csv
305,589,ZINC000001579823,CC(C)(C)OC(=O)N[C@@H](CCCCN)C(=O)O,bachem-for-sale.csv
306,591,ZINC000001579827,CC(C)[C@H](NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)O,bachem-for-sale.csv
307,595,ZINC000001580038,C[C@@H](O)[C@H](N)C(=O)NCC(=O)NCC(=O)O,bachem-for-sale.csv
308,596,ZINC000001581634,NC(=O)CC[C@H](N)C(=O)NCC(=O)O,bachem-for-sale.csv
309,597,ZINC000001582457,CC(=O)N[C@@H](CCCCN)C(=O)O,bachem-for-sale.csv
310,601,ZINC000001583489,NCC(=O)NCC(=O)OCc1ccccc1,bachem-for-sale.csv
311,602,ZINC000001584097,C#CC[C@@H](N)C(=O)O,bachem-for-sale.csv
312,603,ZINC000001587812,CC[C@H](N)CO,bachem-for-sale.csv
313,604,ZINC000001589375,NCCCC[C@H](NC(=O)[C@@H](N)Cc1c[nH]cn1)C(=O)O,bachem-for-sale.csv
314,605,ZINC000001589379,CC(C)C[C@H](N)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)O,bachem-for-sale.csv
315,606,ZINC000001589437,N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CO)C(=O)O,bachem-for-sale.csv
316,607,ZINC000001590840,CC[C@H](C)[C@H](N)C(=O)NCC(=O)O,bachem-for-sale.csv
317,608,ZINC000001591037,CC(C)C[C@H](NC(=O)CNC(=O)CN)C(=O)O,bachem-for-sale.csv
318,609,ZINC000001591038,CC[C@H](C)[C@H](N)C(=O)N1CCC[C@H]1C(=O)O,bachem-for-sale.csv
319,610,ZINC000001593212,CSCC[C@H](N)C(=O)NCC(=O)O,bachem-for-sale.csv
320,611,ZINC000001594572,CCOC(=O)CNC(=O)CN,bachem-for-sale.csv
321,612,ZINC000001594926,N[C@@H](CCCCC(=O)O)C(=O)O,bachem-for-sale.csv
322,615,ZINC000001601795,CSCC[C@H](NC(=O)[C@@H](N)C(C)C)C(=O)O,bachem-for-sale.csv
323,616,ZINC000001602524,CC(C)[C@@](C)(N)C(=O)O,bachem-for-sale.csv
324,617,ZINC000001602562,N[C@H](CC1CCCC1)C(=O)O,bachem-for-sale.csv
325,618,ZINC000001603249,C[C@@H](N)C(N)=O,bachem-for-sale.csv
326,620,ZINC000001605215,C[C@@H](NC(=O)CN)C(=O)O,bachem-for-sale.csv
327,621,ZINC000001605257,CSCC[C@H](N)C(=O)N[C@@H](CCSC)C(=O)O,bachem-for-sale.csv
328,622,ZINC000001605258,CSCC[C@H](NC(=O)[C@H](N)CCSC)C(=O)O,bachem-for-sale.csv
329,623,ZINC000001605259,CSCC[C@H](N)C(=O)N[C@H](CCSC)C(=O)O,bachem-for-sale.csv
330,624,ZINC000001605260,CSCC[C@@H](N)C(=O)N[C@H](CCSC)C(=O)O,bachem-for-sale.csv
331,625,ZINC000001605264,N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,bachem-for-sale.csv
332,626,ZINC000001605267,N[C@H](Cc1ccccc1)C(=O)N[C@H](Cc1ccccc1)C(=O)O,bachem-for-sale.csv
333,627,ZINC000001605278,C[C@H](NC(=O)[C@@H](N)Cc1c[nH]cn1)C(=O)O,bachem-for-sale.csv
334,629,ZINC000001605336,NCC(=O)N[C@@H](Cc1ccccc1)C(N)=O,bachem-for-sale.csv
335,630,ZINC000001605449,CC(C)C[C@H](N)C(=O)NCC(N)=O,bachem-for-sale.csv
336,631,ZINC000001605452,N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)O,bachem-for-sale.csv
337,632,ZINC000001605476,N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,bachem-for-sale.csv
338,633,ZINC000001605478,O=C(CCl)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,bachem-for-sale.csv
339,634,ZINC000001605642,NCC(=O)NCC(N)=O,bachem-for-sale.csv
340,635,ZINC000001605643,CC(C)[C@H](N)C(=O)NCC(=O)O,bachem-for-sale.csv
341,636,ZINC000001605651,C[C@H](O)[C@H](NC(=O)CN)C(=O)O,bachem-for-sale.csv
342,637,ZINC000001605652,C[C@@H](O)[C@H](NC(=O)CN)C(=O)O,bachem-for-sale.csv
343,638,ZINC000001605653,C[C@H](O)[C@@H](NC(=O)CN)C(=O)O,bachem-for-sale.csv
344,639,ZINC000001605654,C[C@@H](O)[C@@H](NC(=O)CN)C(=O)O,bachem-for-sale.csv
345,640,ZINC000001605692,Cn1cnc(C[C@@H](N)C(=O)O)c1,bachem-for-sale.csv
346,641,ZINC000001605717,CC(C)C[C@H](N)C(=O)N[C@H](C(=O)O)C(C)C,bachem-for-sale.csv
347,642,ZINC000001605723,CC(C)C[C@H](NC(=O)[C@@H](N)C(C)C)C(=O)O,bachem-for-sale.csv
348,643,ZINC000001605725,CC(C)[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,bachem-for-sale.csv
349,644,ZINC000001605729,C[C@H](NC(=O)[C@H](N)Cc1ccccc1)C(=O)O,bachem-for-sale.csv
350,645,ZINC000001605731,C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)O,bachem-for-sale.csv
351,646,ZINC000001605748,CC(C)C[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,bachem-for-sale.csv
352,648,ZINC000001607140,CC(C)[C@H](NC(=O)CCN)C(=O)O,bachem-for-sale.csv
353,649,ZINC000001607158,C[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,bachem-for-sale.csv
354,650,ZINC000001607276,NC(=O)[C@H](N)CC(=O)O,bachem-for-sale.csv
355,651,ZINC000001608690,CC(C)NC(=O)CC[C@H](N)C(=O)O,bachem-for-sale.csv
356,652,ZINC000001609670,NCCCNC(=O)OCc1ccccc1,bachem-for-sale.csv
357,655,ZINC000001631425,CCOC(=O)[C@@H](N)CCCCN,bachem-for-sale.csv
358,656,ZINC000001635603,NCC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)O,bachem-for-sale.csv
359,657,ZINC000001635605,NCC(=O)N[C@@H](CO)C(=O)O,bachem-for-sale.csv
360,658,ZINC000001637971,NCCC(=O)NCCC(=O)O,bachem-for-sale.csv
361,659,ZINC000001637972,NCC(=O)N1CCC[C@H]1C(=O)O,bachem-for-sale.csv
362,660,ZINC000001637985,C[C@@H](N)C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)O,bachem-for-sale.csv
363,662,ZINC000001638001,C[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,bachem-for-sale.csv
364,663,ZINC000001638007,C[C@H](NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)O,bachem-for-sale.csv
365,665,ZINC000001638011,NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,bachem-for-sale.csv
366,667,ZINC000001640064,COC(=O)[C@H](Cc1c[nH]cn1)NC(=O)c1ccccc1,bachem-for-sale.csv
367,668,ZINC000001640065,COC(=O)[C@H](CCCCN)NC(=O)c1ccccc1,bachem-for-sale.csv
368,675,ZINC000001640080,CC(C)(C)OC(=O)NCCC[C@H](N)C(=O)O,bachem-for-sale.csv
369,686,ZINC000001649339,CNC(=N)NCCC[C@@H](N)C(=O)O,bachem-for-sale.csv
370,687,ZINC000001652104,N[C@@H](Cc1ccc(Cl)c(Cl)c1)C(=O)O,bachem-for-sale.csv
371,688,ZINC000001655434,C[C@@]1(C(=O)O)CCCN1,bachem-for-sale.csv
372,692,ZINC000001677289,N[C@H](CCC[C@@H](N)C(=O)O)C(=O)O,bachem-for-sale.csv
373,693,ZINC000001677506,CCOC(=O)[C@@H](N)CC(C)C,bachem-for-sale.csv
374,695,ZINC000001677645,C=CCOC(=O)NCCCC[C@H](N)C(=O)O,bachem-for-sale.csv
375,702,ZINC000001678299,NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)OCc1ccccc1,bachem-for-sale.csv
376,704,ZINC000001678871,NCC(=O)NCC(=O)NCC(=O)O,bachem-for-sale.csv
377,705,ZINC000001678992,N[C@H](CCCC(=O)O)C(=O)O,bachem-for-sale.csv
378,706,ZINC000001680036,CC(=O)NCCCC[C@@H](N)C(=O)O,bachem-for-sale.csv
379,707,ZINC000001681661,O=C(O)[C@H]1C=CCN1,bachem-for-sale.csv
380,708,ZINC000001683185,COC(=O)CC[C@@H](N)C(=O)O,bachem-for-sale.csv
381,711,ZINC000001689480,NCCCCCCC(=O)O,bachem-for-sale.csv
382,714,ZINC000001691392,CS(=O)(=O)CC[C@H](N)C(=O)O,bachem-for-sale.csv
383,715,ZINC000001693735,Cc1ccc(S(=O)(=O)NCCCC[C@H](N)C(=O)O)cc1,bachem-for-sale.csv
384,716,ZINC000001694668,CSCC[C@H](N)CO,bachem-for-sale.csv
385,717,ZINC000001698540,O=C(O)[C@@H]1CCN1,bachem-for-sale.csv
386,718,ZINC000001700281,N[C@@H](CCC(=O)OCc1ccccc1)C(=O)O,bachem-for-sale.csv
387,721,ZINC000001701273,CN[C@H](CCC(=O)O)C(=O)O,bachem-for-sale.csv
388,724,ZINC000001702611,N[C@H](C(=O)O)[C@@H](O)c1cccs1,bachem-for-sale.csv
389,725,ZINC000001702612,N[C@H](C(=O)O)[C@H](O)c1cccs1,bachem-for-sale.csv
390,726,ZINC000001702613,N[C@@H](C(=O)O)[C@@H](O)c1cccs1,bachem-for-sale.csv
391,727,ZINC000001702614,N[C@@H](C(=O)O)[C@H](O)c1cccs1,bachem-for-sale.csv
392,730,ZINC000001707444,O=C(CNC(=O)OCc1ccccc1)N[C@@H](Cc1c[nH]cn1)C(=O)O,bachem-for-sale.csv
393,731,ZINC000001707767,N[C@H](CCC(=O)OCc1ccccc1)C(=O)O,bachem-for-sale.csv
394,732,ZINC000001707768,N[C@H](CCCCNC(=O)OCc1ccccc1)C(=O)O,bachem-for-sale.csv
395,734,ZINC000001708195,NCC(=O)N[C@H](Cc1ccc(O)cc1)C(=O)O,bachem-for-sale.csv
396,735,ZINC000001708196,NCC(=O)N[C@@H](CC(=O)O)C(=O)O,bachem-for-sale.csv
397,736,ZINC000001708197,CSCC[C@H](NC(=O)[C@H](C)N)C(=O)O,bachem-for-sale.csv
398,737,ZINC000001708201,NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,bachem-for-sale.csv
399,738,ZINC000001708202,CC(C)C[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,bachem-for-sale.csv
400,739,ZINC000001708203,CC(C)C[C@@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,bachem-for-sale.csv
401,740,ZINC000001708206,CC(C)C[C@@H](N)C(=O)NCC(=O)O,bachem-for-sale.csv
402,741,ZINC000001708209,CC(C)C[C@H](N)C(=O)NCC(=O)NCC(=O)O,bachem-for-sale.csv
403,743,ZINC000001708458,COC(=O)C[C@H](N)C(=O)O,bachem-for-sale.csv
404,744,ZINC000001708462,NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)O,bachem-for-sale.csv
405,747,ZINC000001709620,COC(=O)[C@@H](N)CC(=O)O,bachem-for-sale.csv
406,748,ZINC000001709637,N[C@@H](CC(=O)O)C(=O)OCc1ccccc1,bachem-for-sale.csv
407,749,ZINC000001711140,CC(C)[C@@H](NC(=O)CN)C(=O)O,bachem-for-sale.csv
408,750,ZINC000001717854,CN[C@@H](CCCN)C(=O)O,bachem-for-sale.csv
409,751,ZINC000001719889,NC[C@@H](O)CC[C@@H](N)C(=O)O,bachem-for-sale.csv
410,752,ZINC000001719890,NC[C@H](O)CC[C@H](N)C(=O)O,bachem-for-sale.csv
411,753,ZINC000001719891,NC[C@H](O)CC[C@@H](N)C(=O)O,bachem-for-sale.csv
412,757,ZINC000001726740,CC[C@H](C)[C@H](NCc1ccccc1)C(=O)O,bachem-for-sale.csv
413,758,ZINC000001730665,C[C@H](NC(=O)CN)C(=O)O,bachem-for-sale.csv
414,759,ZINC000001730674,CC(C)[C@H](NC(=O)CN)C(=O)O,bachem-for-sale.csv
415,760,ZINC000001730675,COC(=O)[C@@H](N)CCCCN,bachem-for-sale.csv
416,761,ZINC000001730678,NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,bachem-for-sale.csv
417,763,ZINC000001731763,C[C@H](NC(=O)CCN)C(=O)O,bachem-for-sale.csv
418,768,ZINC000001731772,N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)O,bachem-for-sale.csv
419,769,ZINC000001731776,N[C@@H](CCC(=O)O)C(=O)NCC(=O)O,bachem-for-sale.csv
420,772,ZINC000001731782,C[C@H](N)C(=O)N[C@@H](CC(=O)O)C(=O)O,bachem-for-sale.csv
421,773,ZINC000001731788,N=C(N)NCCC[C@H](N)C(=O)N[C@@H](CCC(=O)O)C(=O)O,bachem-for-sale.csv
422,774,ZINC000001731793,N[C@H](CC(=O)O)C(=O)OCc1ccccc1,bachem-for-sale.csv
423,775,ZINC000001731934,CC(C)C[C@H](N)C(=O)CCl,bachem-for-sale.csv
424,776,ZINC000001733908,CN[C@@H](CC(=O)O)C(=O)O,bachem-for-sale.csv
425,777,ZINC000001736048,N[C@@H](CSSC[C@H](N)C(=O)Nc1ccc2ccccc2c1)C(=O)Nc1ccc2ccccc2c1,bachem-for-sale.csv
426,778,ZINC000001736881,N[C@@H](CCC(=O)O)C(=O)Nc1ccc2ccccc2c1,bachem-for-sale.csv
427,780,ZINC000001737947,N=C(N)NCCC[C@H](N)C(N)=O,bachem-for-sale.csv
428,781,ZINC000001742265,CN(CC(=O)O)C(=O)CN,bachem-for-sale.csv
429,783,ZINC000001747043,CC(=O)OC[C@@H](N)C(=O)O,bachem-for-sale.csv
430,784,ZINC000001747072,C[C@H](O)[C@H](N)C(=O)O,bachem-for-sale.csv
431,785,ZINC000001747073,C[C@H](O)[C@@H](N)C(=O)O,bachem-for-sale.csv
432,786,ZINC000001747792,CCOC(=O)CC[C@H](N)C(=O)O,bachem-for-sale.csv
433,788,ZINC000001758783,COC(=O)CCN,bachem-for-sale.csv
434,789,ZINC000001763954,N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)O,bachem-for-sale.csv
435,793,ZINC000001806064,CC(=O)NCSC[C@H](N)C(=O)O,bachem-for-sale.csv
436,794,ZINC000001813010,NCC(=O)N[C@@H](CC(N)=O)C(=O)O,bachem-for-sale.csv
437,796,ZINC000001828081,NCCCC(=O)OCc1ccccc1,bachem-for-sale.csv
438,800,ZINC000001845663,CS(=O)(=O)CC[C@@H](N)C(=O)O,bachem-for-sale.csv
439,801,ZINC000001846559,CN[C@@H](Cc1ccc(O)cc1)C(=O)O,bachem-for-sale.csv
440,803,ZINC000001848346,CC(C)[C@H](N)C(=O)N[C@H](C(=O)O)C(C)C,bachem-for-sale.csv
441,804,ZINC000001865980,O=C1CNC(=O)[C@H](Cc2c[nH]c3ccccc23)N1,bachem-for-sale.csv
442,805,ZINC000001865984,CC(C)C[C@H](NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)O,bachem-for-sale.csv
443,809,ZINC000001873116,CC(=O)NCSC[C@@H](N)C(=O)O,bachem-for-sale.csv
444,810,ZINC000001886326,C/C(N)=N/CCCC[C@H](N)C(=O)O,bachem-for-sale.csv
445,811,ZINC000001888744,C[C@H](N)C(=O)NCC(=O)O,bachem-for-sale.csv
446,812,ZINC000001888747,C[C@@H](O)[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)O,bachem-for-sale.csv
447,813,ZINC000001888932,NCCCC[C@H](N)C(=O)N[C@@H](CO)C(=O)O,bachem-for-sale.csv
448,817,ZINC000002003955,COC(=O)CC[C@H](N)C(=O)O,bachem-for-sale.csv
449,821,ZINC000002004481,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,bachem-for-sale.csv
450,822,ZINC000002004603,N[C@@H](CC(C(=O)O)C(=O)O)C(=O)O,bachem-for-sale.csv
451,823,ZINC000002004604,N[C@H](CC(C(=O)O)C(=O)O)C(=O)O,bachem-for-sale.csv
452,824,ZINC000002008697,N[C@@H](CF)C(=O)O,bachem-for-sale.csv
453,825,ZINC000002012356,C[C@@H](O)[C@H](NC(=O)[C@H]1CCCN1C(=O)[C@@H](N)CCCCN)C(=O)O,bachem-for-sale.csv
454,826,ZINC000002012357,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN)C(=O)O,bachem-for-sale.csv
455,827,ZINC000002015034,N[C@H](C(=O)O)[C@@H](O)c1ccc(O)c(O)c1,bachem-for-sale.csv
456,828,ZINC000002015035,N[C@@H](C(=O)O)[C@@H](O)c1ccc(O)c(O)c1,bachem-for-sale.csv
457,829,ZINC000002015036,N[C@@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1,bachem-for-sale.csv
458,830,ZINC000002020103,O=P(O)(O)Oc1c[nH]c2ccc(Br)c(Cl)c12,bachem-for-sale.csv
459,831,ZINC000002020171,N=C(N)NCCC[C@@H](N)C(N)=O,bachem-for-sale.csv
460,839,ZINC000002030378,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Oc1ccc([N+](=O)[O-])cc1,bachem-for-sale.csv
461,840,ZINC000002033819,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,bachem-for-sale.csv
462,841,ZINC000002034415,CCCC[C@@H](N)C(=O)O,bachem-for-sale.csv
463,842,ZINC000002034711,NC[C@H](O)C(=O)O,bachem-for-sale.csv
464,843,ZINC000002034713,NC[C@@H](O)C(=O)O,bachem-for-sale.csv
465,845,ZINC000002035160,CCCCC[C@@H](N)C(=O)O,bachem-for-sale.csv
466,846,ZINC000002036139,NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,bachem-for-sale.csv
467,848,ZINC000002040854,NCCC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O,bachem-for-sale.csv
468,850,ZINC000002041822,NC(=O)NCCCC[C@@H](N)C(=O)O,bachem-for-sale.csv
469,851,ZINC000002043137,NCCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)O,bachem-for-sale.csv
470,855,ZINC000002044729,O=C(O)[C@@H]1C=CCN1,bachem-for-sale.csv
471,856,ZINC000002045921,N[C@@H](CC1CCCC1)C(=O)O,bachem-for-sale.csv
472,857,ZINC000002046241,C=C(C)C[C@H](N)C(=O)O,bachem-for-sale.csv
473,858,ZINC000002046243,C#CC[C@H](N)C(=O)O,bachem-for-sale.csv
474,859,ZINC000002046871,C[C@@H](O)[C@H](N)C(N)=O,bachem-for-sale.csv
475,860,ZINC000002046876,C[C@H](N)C(N)=O,bachem-for-sale.csv
476,861,ZINC000002047016,CC(C)[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)O,bachem-for-sale.csv
477,862,ZINC000002047221,CC(C)[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,bachem-for-sale.csv
478,863,ZINC000002047344,CSCC[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)O,bachem-for-sale.csv
479,864,ZINC000002047540,CCC[C@H](N)C(N)=O,bachem-for-sale.csv
480,865,ZINC000002047700,NC(=O)C[C@H](N)C(N)=O,bachem-for-sale.csv
481,866,ZINC000002047887,CC(C)[C@H](N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,bachem-for-sale.csv
482,870,ZINC000002049231,N[C@@H](CCCCNC(=O)OCc1ccccc1)C(=O)O,bachem-for-sale.csv
483,871,ZINC000002106047,O=C1CC[C@@H](C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)O)N1,bachem-for-sale.csv
484,873,ZINC000002123927,C[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)O,bachem-for-sale.csv
485,874,ZINC000002124468,CC(C)C[C@H](N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,bachem-for-sale.csv
486,879,ZINC000002149680,N=C(N)NCCC[C@H](N)C(=O)Nc1ccc2ccccc2c1,bachem-for-sale.csv
487,884,ZINC000002164045,CC(C)C[C@H](N)C(=O)NCC(=O)O,bachem-for-sale.csv
488,887,ZINC000002164056,CC(C)[C@H](N)C(=O)NCC(=O)NCC(=O)O,bachem-for-sale.csv
489,888,ZINC000002164381,CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Oc1ccc([N+](=O)[O-])cc1,bachem-for-sale.csv
490,889,ZINC000002164383,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Oc1ccc([N+](=O)[O-])cc1)OCc1ccccc1,bachem-for-sale.csv
491,890,ZINC000002165165,CC(C)[C@H](NC(=O)CNC(=O)CN)C(=O)O,bachem-for-sale.csv
492,891,ZINC000002165175,CC(C)C[C@H](NC(=O)CCN)C(=O)O,bachem-for-sale.csv
493,893,ZINC000002166829,NC(=O)NCCC[C@@H](N)C(=O)O,bachem-for-sale.csv
494,897,ZINC000002168271,CC(C)(C)OC[C@H](N)C(=O)O,bachem-for-sale.csv
495,898,ZINC000002168273,CC(C)(C)OC[C@@H](N)C(=O)O,bachem-for-sale.csv
496,899,ZINC000002168275,CNCC(=O)NCC(=O)NCC(=O)O,bachem-for-sale.csv
497,903,ZINC000002168345,CC(C)(C)OC(=O)NCCCCCCN,bachem-for-sale.csv
498,907,ZINC000002169105,NCC(=O)NCC(=O)Nc1ccc2ccccc2c1,bachem-for-sale.csv
499,908,ZINC000002169351,N[C@H](CCCCC(=O)O)C(=O)O,bachem-for-sale.csv
