continous_index,original_index,zinc_id,smiles,src
10100,31802,ZINC000000798244,c1ccc(NCc2ccccn2)cc1,oakwood-amines-and-aromatic-N-sp2.csv
10101,31803,ZINC000000801576,CCn1nc(C)c(CCC(=O)O)c1C,oakwood-amines-and-aromatic-N-sp2.csv
10102,31804,ZINC000000801640,C[C@H](N)c1ccccn1,oakwood-amines-and-aromatic-N-sp2.csv
10103,31805,ZINC000000806923,CCCn1ncc(C)c1N,oakwood-amines-and-aromatic-N-sp2.csv
10104,31806,ZINC000000807146,BrCCn1cccn1,oakwood-amines-and-aromatic-N-sp2.csv
10105,31807,ZINC000000807149,c1coc(CNCc2cccs2)c1,oakwood-amines-and-aromatic-N-sp2.csv
10106,31808,ZINC000000807672,c1coc(CNCc2ccco2)c1,oakwood-amines-and-aromatic-N-sp2.csv
10107,31809,ZINC000000807914,Cc1cnn(Cc2ccccc2)c1N,oakwood-amines-and-aromatic-N-sp2.csv
10108,31810,ZINC000000808021,O=C(O)CCCN1Cc2ccccc2C1,oakwood-amines-and-aromatic-N-sp2.csv
10109,31811,ZINC000000809908,Nc1nc2ccc(Cc3nc4ccccc4[nH]3)cc2s1,oakwood-amines-and-aromatic-N-sp2.csv
10110,31812,ZINC000000809977,CC(C)n1nccc1N,oakwood-amines-and-aromatic-N-sp2.csv
10111,31813,ZINC000000811638,O=C(O)[C@H](c1ccccc1)N1CCCC1,oakwood-amines-and-aromatic-N-sp2.csv
10112,31814,ZINC000000811639,O=C(O)[C@@H](c1ccccc1)N1CCCC1,oakwood-amines-and-aromatic-N-sp2.csv
10113,31815,ZINC000000811640,CCN(CC)[C@H](C(=O)O)c1ccccc1,oakwood-amines-and-aromatic-N-sp2.csv
10114,31816,ZINC000000811641,CCN(CC)[C@@H](C(=O)O)c1ccccc1,oakwood-amines-and-aromatic-N-sp2.csv
10115,31817,ZINC000000811645,C[C@@H](C(=O)O)N1CCCC1,oakwood-amines-and-aromatic-N-sp2.csv
10116,31818,ZINC000000811646,C[C@H](C(=O)O)N1CCCC1,oakwood-amines-and-aromatic-N-sp2.csv
10117,31819,ZINC000000814062,CC(=O)c1c(C)nn(CCC(=O)O)c1C,oakwood-amines-and-aromatic-N-sp2.csv
10118,31820,ZINC000000814651,CCc1oc(C(=O)O)cc1CN(CC)CC,oakwood-amines-and-aromatic-N-sp2.csv
10119,31821,ZINC000000815694,CCCn1nc(C)cc1N,oakwood-amines-and-aromatic-N-sp2.csv
10120,31822,ZINC000000819006,O=C(O)c1cc(-c2ccc(F)cc2)no1,oakwood-amines-and-aromatic-N-sp2.csv
10121,31823,ZINC000000827793,Cc1ccc(S(=O)(=O)NCn2nnc3ccccc32)cc1,oakwood-amines-and-aromatic-N-sp2.csv
10122,31824,ZINC000000850914,Cc1ccc(-c2cc(-c3cccc([N+](=O)[O-])c3)cc(-c3ccccc3)n2)o1,oakwood-amines-and-aromatic-N-sp2.csv
10123,31825,ZINC000000852461,Cc1ccc(NC(=O)[C@@H](C)Sc2nnc(-c3ccccc3O)o2)cc1C,oakwood-amines-and-aromatic-N-sp2.csv
10124,31826,ZINC000000852462,Cc1ccc(NC(=O)[C@H](C)Sc2nnc(-c3ccccc3O)o2)cc1C,oakwood-amines-and-aromatic-N-sp2.csv
10125,31827,ZINC000000854665,Nc1nsc2ccccc12,oakwood-amines-and-aromatic-N-sp2.csv
10126,31828,ZINC000000870027,CC(C)(C)c1nnc(NC(=O)CCl)s1,oakwood-amines-and-aromatic-N-sp2.csv
10127,31829,ZINC000000873547,CCNc1nc(C)c(C(=O)O)s1,oakwood-amines-and-aromatic-N-sp2.csv
10128,31830,ZINC000000873629,COC(=O)c1nc(N)sc1C,oakwood-amines-and-aromatic-N-sp2.csv
10129,31831,ZINC000000873895,Cc1csc(NC(=O)CCl)n1,oakwood-amines-and-aromatic-N-sp2.csv
10130,31832,ZINC000000873902,NCCn1cccn1,oakwood-amines-and-aromatic-N-sp2.csv
10131,31833,ZINC000000873946,Nc1ccc(NC(=O)c2cccnc2)cc1,oakwood-amines-and-aromatic-N-sp2.csv
10132,31834,ZINC000000874170,Cc1cc(C(=O)O)c2cc(Cl)ccc2n1,oakwood-amines-and-aromatic-N-sp2.csv
10133,31835,ZINC000000874351,CCn1ncc(C=O)c1C,oakwood-amines-and-aromatic-N-sp2.csv
10134,31836,ZINC000000874542,COc1ccc(OC)c([C@H](C)N)c1,oakwood-amines-and-aromatic-N-sp2.csv
10135,31837,ZINC000000874543,COc1ccc(OC)c([C@@H](C)N)c1,oakwood-amines-and-aromatic-N-sp2.csv
10136,31838,ZINC000000895257,c1cn[nH]c1,oakwood-amines-and-aromatic-N-sp2.csv
10137,31839,ZINC000000895354,c1ccncc1,oakwood-amines-and-aromatic-N-sp2.csv
10138,31840,ZINC000000895457,O=C(O)[C@H]1C[C@H](O)CN1,oakwood-amines-and-aromatic-N-sp2.csv
10139,31841,ZINC000000895559,Cc1ncc(CO)c(N)n1,oakwood-amines-and-aromatic-N-sp2.csv
10140,31842,ZINC000000897437,O=C(O)[C@H]1CCN1,oakwood-amines-and-aromatic-N-sp2.csv
10141,31843,ZINC000000900718,COC(=O)[C@H](C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,oakwood-amines-and-aromatic-N-sp2.csv
10142,31844,ZINC000000900721,COC(=O)[C@@H](C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,oakwood-amines-and-aromatic-N-sp2.csv
10143,31845,ZINC000000901469,C[n+]1ccccc1,oakwood-amines-and-aromatic-N-sp2.csv
10144,31846,ZINC000000901761,CC[C@](C)(N)C(=O)O,oakwood-amines-and-aromatic-N-sp2.csv
10145,31847,ZINC000000901763,CC[C@@](C)(N)C(=O)O,oakwood-amines-and-aromatic-N-sp2.csv
10146,31848,ZINC000000901811,NC[C@H](O)CC(=O)O,oakwood-amines-and-aromatic-N-sp2.csv
10147,31849,ZINC000000901972,O=C(O)c1cc2cc(O)c(O)cc2[nH]1,oakwood-amines-and-aromatic-N-sp2.csv
10148,31850,ZINC000000938936,O=C(O)c1ccc(N2CCNCC2)cc1,oakwood-amines-and-aromatic-N-sp2.csv
10149,31851,ZINC000000966806,c1cc2ccsc2cn1,oakwood-amines-and-aromatic-N-sp2.csv
10150,31852,ZINC000000967170,c1ccc(CCc2ccncc2)cc1,oakwood-amines-and-aromatic-N-sp2.csv
10151,31853,ZINC000000967177,Cc1ccnc(-c2ccccc2)c1,oakwood-amines-and-aromatic-N-sp2.csv
10152,31854,ZINC000000967291,Cc1cc[n+](C)cc1,oakwood-amines-and-aromatic-N-sp2.csv
10153,31855,ZINC000000967297,C[n+]1cccc2ccccc21,oakwood-amines-and-aromatic-N-sp2.csv
10154,31856,ZINC000000967298,C[n+]1ccc2ccccc2c1,oakwood-amines-and-aromatic-N-sp2.csv
10155,31857,ZINC000000967302,C[n+]1cccc(-c2ccccc2)c1,oakwood-amines-and-aromatic-N-sp2.csv
10156,31858,ZINC000000967314,Brc1nc(Br)c(Br)[nH]1,oakwood-amines-and-aromatic-N-sp2.csv
10157,31859,ZINC000000967413,O=[N+]([O-])c1ncc(Br)cc1Br,oakwood-amines-and-aromatic-N-sp2.csv
10158,31860,ZINC000000967445,Nc1nc(F)cc(F)n1,oakwood-amines-and-aromatic-N-sp2.csv
10159,31861,ZINC000000967450,Nc1c(Cl)cnnc1Cl,oakwood-amines-and-aromatic-N-sp2.csv
10160,31862,ZINC000000967503,NS(=O)(=O)c1ccc(Cl)nc1,oakwood-amines-and-aromatic-N-sp2.csv
10161,31863,ZINC000000967721,CCc1nn(C)c(C(=O)NCc2ccc(C(C)(C)C)cc2)c1Cl,oakwood-amines-and-aromatic-N-sp2.csv
10162,31864,ZINC000000968184,CN1CC=C(c2ccccc2)CC1,oakwood-amines-and-aromatic-N-sp2.csv
10163,31865,ZINC000000983984,CCOC(=O)c1nn(-c2cc(Cl)cc(Cl)c2)/c(=N/C#N)s1,oakwood-amines-and-aromatic-N-sp2.csv
10164,31866,ZINC000000983986,O=S(=O)(Cc1ccc(Cl)cc1)c1nc(Cl)ns1,oakwood-amines-and-aromatic-N-sp2.csv
10165,31867,ZINC000000983987,O=[S@](Cc1cccc(Cl)c1)c1nc(Cl)ns1,oakwood-amines-and-aromatic-N-sp2.csv
10166,31868,ZINC000000984053,O[C@@H]1CCCN(c2nc3ccccc3nc2Cl)C1,oakwood-amines-and-aromatic-N-sp2.csv
10167,31869,ZINC000000984055,O[C@H]1CCCN(c2nc3ccccc3nc2Cl)C1,oakwood-amines-and-aromatic-N-sp2.csv
10168,31870,ZINC000000997179,c1ccc(Cn2c(-c3ccccc3)nc3ccccc32)cc1,oakwood-amines-and-aromatic-N-sp2.csv
10169,31871,ZINC000000998825,CCOC(=O)Cn1cc([N+](=O)[O-])c(OC)n1,oakwood-amines-and-aromatic-N-sp2.csv
10170,31872,ZINC000001004286,O=C(O)c1cc(-c2ccccc2)nc2ccc(Br)cc12,oakwood-amines-and-aromatic-N-sp2.csv
10171,31873,ZINC000001017271,O=C(O)c1coc(-c2ccccc2)n1,oakwood-amines-and-aromatic-N-sp2.csv
10172,31874,ZINC000001018011,CCOC(=O)c1sc(Cl)nc1C(F)(F)F,oakwood-amines-and-aromatic-N-sp2.csv
10173,31875,ZINC000001022314,Cc1nc2ccccc2n1CSc1ccccc1,oakwood-amines-and-aromatic-N-sp2.csv
10174,31876,ZINC000001022316,S=c1scc(-c2ccccc2)n1/N=C/c1ccccc1,oakwood-amines-and-aromatic-N-sp2.csv
10175,31877,ZINC000001022335,Cn1ccnc1C(O)c1nccn1C,oakwood-amines-and-aromatic-N-sp2.csv
10176,31878,ZINC000001023865,c1ccc2c(c1)CCc1c-2[nH]c2ccccc12,oakwood-amines-and-aromatic-N-sp2.csv
10177,31879,ZINC000001027361,Cc1ccc2[nH]c(C(C)(C)C)cc2c1,oakwood-amines-and-aromatic-N-sp2.csv
10178,31880,ZINC000001027660,Cl[C@@H]([C@@H](Cl)n1nnc2ccccc21)n1nnc2ccccc21,oakwood-amines-and-aromatic-N-sp2.csv
10179,31881,ZINC000001027662,Cl[C@@H]([C@H](Cl)n1nnc2ccccc21)n1nnc2ccccc21,oakwood-amines-and-aromatic-N-sp2.csv
10180,31882,ZINC000001027663,Cl[C@H]([C@@H](Cl)n1nnc2ccccc21)n1nnc2ccccc21,oakwood-amines-and-aromatic-N-sp2.csv
10181,31883,ZINC000001038112,Cn1nc(C(F)(F)F)cc1-c1ccc(S(N)(=O)=O)s1,oakwood-amines-and-aromatic-N-sp2.csv
10182,31884,ZINC000001039154,CSc1nn2c(C(F)(F)F)cc(C(F)(F)F)nc2c1C#N,oakwood-amines-and-aromatic-N-sp2.csv
10183,31885,ZINC000001042809,Nc1nc(-c2c(F)cccc2Cl)cs1,oakwood-amines-and-aromatic-N-sp2.csv
10184,31886,ZINC000001042939,Cn1nc(C(F)(F)F)cc1C(=O)O,oakwood-amines-and-aromatic-N-sp2.csv
10185,31887,ZINC000001043100,Cc1n[nH]c(N)c1-c1ccc(F)cc1,oakwood-amines-and-aromatic-N-sp2.csv
10186,31888,ZINC000001045980,COc1ccc(Cc2nnc(S)n2-c2ccc(Cl)cc2)cc1OC,oakwood-amines-and-aromatic-N-sp2.csv
10187,31889,ZINC000001045988,COc1ccc(Cc2n[nH]c(=S)n2-c2cccc(C(F)(F)F)c2)cc1OC,oakwood-amines-and-aromatic-N-sp2.csv
10188,31890,ZINC000001046989,O=c1[nH]c2cc(Br)ccc2s1,oakwood-amines-and-aromatic-N-sp2.csv
10189,31891,ZINC000001048662,CNc1nnc(C(F)(F)F)s1,oakwood-amines-and-aromatic-N-sp2.csv
10190,31892,ZINC000001052718,Nc1nonc1-c1ncon1,oakwood-amines-and-aromatic-N-sp2.csv
10191,31893,ZINC000001059357,O=[N+]([O-])c1cnn(Cc2cccc3ccccc23)c1,oakwood-amines-and-aromatic-N-sp2.csv
10192,31894,ZINC000001059574,COc1ccc(Cn2nc(C)c([N+](=O)[O-])c2C)cc1OC,oakwood-amines-and-aromatic-N-sp2.csv
10193,31895,ZINC000001076074,COCc1nnc(N)s1,oakwood-amines-and-aromatic-N-sp2.csv
10194,31896,ZINC000001081508,Clc1ccc2nc(Cl)c(Cl)nc2c1,oakwood-amines-and-aromatic-N-sp2.csv
10195,31897,ZINC000001088696,Cn1ccc(C(=O)O)n1,oakwood-amines-and-aromatic-N-sp2.csv
10196,31898,ZINC000001214849,Cc1cc(NS(=O)(=O)c2ccc(NC(=O)c3ccc(C(C)(C)C)cc3)cc2)nc(C)n1,oakwood-amines-and-aromatic-N-sp2.csv
10197,31899,ZINC000001233327,Cc1cc(C)c2ccc(NN)nc2c1O,oakwood-amines-and-aromatic-N-sp2.csv
10198,31900,ZINC000001233338,C[n+]1cc(O)cc2ccccc21,oakwood-amines-and-aromatic-N-sp2.csv
10199,31901,ZINC000001233392,c1ccc(-c2nc(-c3ccccc3)c3ccccc3n2)cc1,oakwood-amines-and-aromatic-N-sp2.csv
10200,31902,ZINC000001235017,Cc1[nH]c2cc(Cl)cc(Cl)c2c1CCN,oakwood-amines-and-aromatic-N-sp2.csv
10201,31903,ZINC000001235058,COC(=O)c1n[nH]nc1Cl,oakwood-amines-and-aromatic-N-sp2.csv
10202,31904,ZINC000001235128,CC(=O)Cn1cnc([N+](=O)[O-])n1,oakwood-amines-and-aromatic-N-sp2.csv
10203,31905,ZINC000001237307,c1ccc([C@H]2CCNC2)cc1,oakwood-amines-and-aromatic-N-sp2.csv
10204,31906,ZINC000001237308,c1ccc([C@@H]2CCNC2)cc1,oakwood-amines-and-aromatic-N-sp2.csv
10205,31907,ZINC000001242720,CCN(CC)CC,oakwood-amines-and-aromatic-N-sp2.csv
10206,31908,ZINC000001279327,Cc1cc(C)c2c(N)nsc2n1,oakwood-amines-and-aromatic-N-sp2.csv
10207,31909,ZINC000001295150,C1=C(c2ccccc2)CCNC1,oakwood-amines-and-aromatic-N-sp2.csv
10208,31910,ZINC000001295876,Cc1cc(C(F)(F)F)[nH]c(=S)c1C#N,oakwood-amines-and-aromatic-N-sp2.csv
10209,31911,ZINC000001295959,Cc1nonc1N,oakwood-amines-and-aromatic-N-sp2.csv
10210,31912,ZINC000001296263,CN(C)CCC1CCNCC1,oakwood-amines-and-aromatic-N-sp2.csv
10211,31913,ZINC000001296725,c1ccc2c(c1)CCN[C@H]2CC1CCNCC1,oakwood-amines-and-aromatic-N-sp2.csv
10212,31914,ZINC000001296726,c1ccc2c(c1)CCN[C@@H]2CC1CCNCC1,oakwood-amines-and-aromatic-N-sp2.csv
10213,31915,ZINC000001304674,Cc1cc(C[C@@H](C)N)n[nH]1,oakwood-amines-and-aromatic-N-sp2.csv
10214,31916,ZINC000001304675,Cc1cc(C[C@H](C)N)n[nH]1,oakwood-amines-and-aromatic-N-sp2.csv
10215,31917,ZINC000001304688,CCOC(=O)c1nc(-c2ccc(F)cc2)no1,oakwood-amines-and-aromatic-N-sp2.csv
10216,31918,ZINC000001304696,c1csc(Cc2nn[nH]n2)c1,oakwood-amines-and-aromatic-N-sp2.csv
10217,31919,ZINC000001306180,CCn1c(-c2ccccc2C)n[nH]c1=S,oakwood-amines-and-aromatic-N-sp2.csv
10218,31920,ZINC000001323929,Cn1cnnc1SCC(=O)O,oakwood-amines-and-aromatic-N-sp2.csv
10219,31921,ZINC000001361451,O=C(O)C1CCN(c2cnccn2)CC1,oakwood-amines-and-aromatic-N-sp2.csv
10220,31922,ZINC000001385182,Oc1ccc(F)c2cccnc12,oakwood-amines-and-aromatic-N-sp2.csv
10221,31923,ZINC000001385259,CCOC(=O)c1c(-c2ccccc2)nc2ccccn12,oakwood-amines-and-aromatic-N-sp2.csv
10222,31924,ZINC000001385436,N#C[C@@H](c1ncc(C(F)(F)F)cc1Cl)c1c(Cl)cccc1Cl,oakwood-amines-and-aromatic-N-sp2.csv
10223,31925,ZINC000001385437,N#C[C@H](c1ncc(C(F)(F)F)cc1Cl)c1c(Cl)cccc1Cl,oakwood-amines-and-aromatic-N-sp2.csv
10224,31926,ZINC000001385453,COc1ccc([C@@H](C#N)c2ncc(C(F)(F)F)cc2Cl)cc1OC,oakwood-amines-and-aromatic-N-sp2.csv
10225,31927,ZINC000001385454,COc1ccc([C@H](C#N)c2ncc(C(F)(F)F)cc2Cl)cc1OC,oakwood-amines-and-aromatic-N-sp2.csv
10226,31928,ZINC000001385503,Cc1nc(-c2ccc([N+](=O)[O-])cc2)sc1C(=O)O,oakwood-amines-and-aromatic-N-sp2.csv
10227,31929,ZINC000001385646,Nc1ccccc1Sc1ncc(C(F)(F)F)cc1Cl,oakwood-amines-and-aromatic-N-sp2.csv
10228,31930,ZINC000001387409,NNc1cccc(F)n1,oakwood-amines-and-aromatic-N-sp2.csv
10229,31931,ZINC000001387522,FC(F)(F)c1nc(Cl)c2ccccc2n1,oakwood-amines-and-aromatic-N-sp2.csv
10230,31932,ZINC000001387559,c1ccc(-c2ccc(-c3csnn3)cc2)cc1,oakwood-amines-and-aromatic-N-sp2.csv
10231,31933,ZINC000001387990,Cn1nc(C(F)(F)F)c(C#N)c1Cl,oakwood-amines-and-aromatic-N-sp2.csv
10232,31934,ZINC000001388075,O=C(O)c1ccc(-c2ncc[nH]2)cc1,oakwood-amines-and-aromatic-N-sp2.csv
10233,31935,ZINC000001393542,O=Cc1c(-c2ccc([N+](=O)[O-])cc2)nc2ccccn12,oakwood-amines-and-aromatic-N-sp2.csv
10234,31936,ZINC000001393570,NC(=S)n1cccn1,oakwood-amines-and-aromatic-N-sp2.csv
10235,31937,ZINC000001393654,OCc1cc(Cl)ncc1Cl,oakwood-amines-and-aromatic-N-sp2.csv
10236,31938,ZINC000001394043,CSc1nc(Cl)c2sccc2n1,oakwood-amines-and-aromatic-N-sp2.csv
10237,31939,ZINC000001394516,O=C(O)c1cnc(Cl)s1,oakwood-amines-and-aromatic-N-sp2.csv
10238,31940,ZINC000001394605,Clc1ccc2[nH]c(-c3ccccc3)cc2c1,oakwood-amines-and-aromatic-N-sp2.csv
10239,31941,ZINC000001395346,O=C(O)C1CCN(Cc2cnc(Cl)s2)CC1,oakwood-amines-and-aromatic-N-sp2.csv
10240,31942,ZINC000001397226,Cc1nc(-c2cccc(C(F)(F)F)c2)sc1C(=O)O,oakwood-amines-and-aromatic-N-sp2.csv
10241,31943,ZINC000001399446,CC(=O)Cn1nc(C)cc1C,oakwood-amines-and-aromatic-N-sp2.csv
10242,31944,ZINC000001399769,CC(=O)n1nc(C)cc1C,oakwood-amines-and-aromatic-N-sp2.csv
10243,31945,ZINC000001401699,c1ccc2c3c([nH]c2c1)CCC1(C3)OCCO1,oakwood-amines-and-aromatic-N-sp2.csv
10244,31946,ZINC000001401706,CCOC(=O)c1noc(C)c1C(=O)CBr,oakwood-amines-and-aromatic-N-sp2.csv
10245,31947,ZINC000001402159,COC(=O)c1[nH]c2ccccc2c1I,oakwood-amines-and-aromatic-N-sp2.csv
10246,31948,ZINC000001405931,CCOC(=O)c1sc(N2CCOCC2)nc1C(F)(F)F,oakwood-amines-and-aromatic-N-sp2.csv
10247,31949,ZINC000001406466,Cn1cc2cc(N)ccc2n1,oakwood-amines-and-aromatic-N-sp2.csv
10248,31950,ZINC000001407761,Nc1nccc(-c2ccc(Cl)cc2)n1,oakwood-amines-and-aromatic-N-sp2.csv
10249,31951,ZINC000001408502,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1,oakwood-amines-and-aromatic-N-sp2.csv
10250,31952,ZINC000001414956,Cc1nsc(N)c1C#N,oakwood-amines-and-aromatic-N-sp2.csv
10251,31953,ZINC000001421752,C[C@@H](c1ccccc1)n1cccc1,oakwood-amines-and-aromatic-N-sp2.csv
10252,31954,ZINC000001421753,C[C@H](c1ccccc1)n1cccc1,oakwood-amines-and-aromatic-N-sp2.csv
10253,31955,ZINC000001428537,Cc1nn(Cc2cccc3ccccc23)c(C)c1N,oakwood-amines-and-aromatic-N-sp2.csv
10254,31956,ZINC000001428538,Nc1ccn(Cc2ccccc2)n1,oakwood-amines-and-aromatic-N-sp2.csv
10255,31957,ZINC000001433102,Cc1cc(Cl)cc2nc[nH]c12,oakwood-amines-and-aromatic-N-sp2.csv
10256,31958,ZINC000001433204,O=C(O)CC1CCNCC1,oakwood-amines-and-aromatic-N-sp2.csv
10257,31959,ZINC000001433319,O=C(O)c1nccnc1-c1ccccc1,oakwood-amines-and-aromatic-N-sp2.csv
10258,31960,ZINC000001433327,Cc1nc2c([N+](=O)[O-])cccc2[nH]1,oakwood-amines-and-aromatic-N-sp2.csv
10259,31961,ZINC000001435977,COC(=O)Cc1ccc2ncccc2c1,oakwood-amines-and-aromatic-N-sp2.csv
10260,31962,ZINC000001436126,O=C(O)c1ccc(-c2ncccn2)cc1,oakwood-amines-and-aromatic-N-sp2.csv
10261,31963,ZINC000001439371,N=C(N)c1c[nH]c2ccccc12,oakwood-amines-and-aromatic-N-sp2.csv
10262,31964,ZINC000001442790,N=C(N)c1ccc[nH]c1=O,oakwood-amines-and-aromatic-N-sp2.csv
10263,31965,ZINC000001442802,N=C(N)Cc1cccnc1,oakwood-amines-and-aromatic-N-sp2.csv
10264,31966,ZINC000001442804,N=C(N)c1cnccn1,oakwood-amines-and-aromatic-N-sp2.csv
10265,31967,ZINC000001447048,CCn1c(NN)nc2ccccc21,oakwood-amines-and-aromatic-N-sp2.csv
10266,31968,ZINC000001456653,Cn1cc(/C=C/C(=O)O)cn1,oakwood-amines-and-aromatic-N-sp2.csv
10267,31969,ZINC000001458701,O=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccc(F)cc1)NCc1cccnc1,oakwood-amines-and-aromatic-N-sp2.csv
10268,31970,ZINC000001462021,CN1C(=O)/C(=C/c2cn(-c3ccccc3)nc2-c2ccc(F)cc2)SC1=S,oakwood-amines-and-aromatic-N-sp2.csv
10269,31971,ZINC000001465858,Cc1cc(C(=O)CCl)c(C)n1-c1ccc(F)cc1,oakwood-amines-and-aromatic-N-sp2.csv
10270,31972,ZINC000001482019,CN(C)[C@@H](CCOc1cccc2ccccc12)c1ccccc1,oakwood-amines-and-aromatic-N-sp2.csv
10271,31973,ZINC000001494946,CS(=O)(=O)c1ccc(CCN)cc1,oakwood-amines-and-aromatic-N-sp2.csv
10272,31974,ZINC000001494951,Oc1cc(Cl)c(-c2cccc(Cl)c2)nn1,oakwood-amines-and-aromatic-N-sp2.csv
10273,31975,ZINC000001494952,NCc1ccc(C(=O)c2ccccc2)cc1,oakwood-amines-and-aromatic-N-sp2.csv
10274,31976,ZINC000001494996,O=Cc1cc(Cl)nc(Cl)c1,oakwood-amines-and-aromatic-N-sp2.csv
10275,31977,ZINC000001494998,O=Cc1n[nH]cc1Cl,oakwood-amines-and-aromatic-N-sp2.csv
10276,31978,ZINC000001495004,CC(C)(C)OC(=O)N1CCC(NCc2ccncc2)CC1,oakwood-amines-and-aromatic-N-sp2.csv
10277,31979,ZINC000001495005,CC(C)(C)OC(=O)N1CCC(NCc2ccco2)CC1,oakwood-amines-and-aromatic-N-sp2.csv
10278,31980,ZINC000001495006,CC(C)(C)OC(=O)N1CCC(NCc2cccnc2)CC1,oakwood-amines-and-aromatic-N-sp2.csv
10279,31981,ZINC000001495554,CSc1nc(Cl)c2c(n1)N(C1CCCCC1)CC2,oakwood-amines-and-aromatic-N-sp2.csv
10280,31982,ZINC000001496000,c1cnc2c(c1)ccc1cc[nH]c12,oakwood-amines-and-aromatic-N-sp2.csv
10281,31983,ZINC000001499314,CS(=O)(=O)c1ccc(N2CCCNCC2)c(F)c1,oakwood-amines-and-aromatic-N-sp2.csv
10282,31984,ZINC000001502116,c1cncc(-c2[nH]ncc2-c2ccnc3ccccc23)c1,oakwood-amines-and-aromatic-N-sp2.csv
10283,31985,ZINC000001502939,COc1cc(OC)nc(C(=O)O)n1,oakwood-amines-and-aromatic-N-sp2.csv
10284,31986,ZINC000001502940,CCOC(=O)c1nc(OC)cc(OC)n1,oakwood-amines-and-aromatic-N-sp2.csv
10285,31987,ZINC000001502961,CC(C)(C)C(=O)N1CCc2nc3ccccc3c(C(=O)O)c2C1,oakwood-amines-and-aromatic-N-sp2.csv
10286,31988,ZINC000001504277,OCn1cncn1,oakwood-amines-and-aromatic-N-sp2.csv
10287,31989,ZINC000001504597,Clc1ccc(-c2cn[nH]c2)cc1,oakwood-amines-and-aromatic-N-sp2.csv
10288,31990,ZINC000001506995,c1cc(C2CCCCC2)ccn1,oakwood-amines-and-aromatic-N-sp2.csv
10289,31991,ZINC000001509225,Cc1cc(C)c(-c2csc(N)n2)c(C)c1,oakwood-amines-and-aromatic-N-sp2.csv
10290,31992,ZINC000001513977,Cc1cc(Cl)c(C(=O)O)c(C)n1,oakwood-amines-and-aromatic-N-sp2.csv
10291,31993,ZINC000001519015,CC(C)(C)c1cc2cc([N+](=O)[O-])ccc2[nH]1,oakwood-amines-and-aromatic-N-sp2.csv
10292,31994,ZINC000001527924,Cc1ccc2nc(C)c(C=O)n2c1,oakwood-amines-and-aromatic-N-sp2.csv
10293,31995,ZINC000001529082,Clc1ccc(-c2nnc(Cl)cc2Cl)cc1,oakwood-amines-and-aromatic-N-sp2.csv
10294,31996,ZINC000001529085,Clc1cccc(-c2nnc(Cl)cc2Cl)c1,oakwood-amines-and-aromatic-N-sp2.csv
10295,31997,ZINC000001529091,Cc1c(N)nnc(Cl)c1C,oakwood-amines-and-aromatic-N-sp2.csv
10296,31998,ZINC000001529105,COc1ccc(-c2cnc(Cl)nc2)cc1,oakwood-amines-and-aromatic-N-sp2.csv
10297,31999,ZINC000001529111,Clc1ccc(-c2cnc(Cl)nc2)cc1,oakwood-amines-and-aromatic-N-sp2.csv
10298,32000,ZINC000001529129,C1CC(NC2CC2)CCO1,oakwood-amines-and-aromatic-N-sp2.csv
10299,32001,ZINC000001529135,CSc1nc(C)cc(I)n1,oakwood-amines-and-aromatic-N-sp2.csv
10300,32002,ZINC000001529139,O=C(O)c1cn2c(n1)sc1cc(F)ccc12,oakwood-amines-and-aromatic-N-sp2.csv
10301,32003,ZINC000001529145,O=C1CCNCCN1,oakwood-amines-and-aromatic-N-sp2.csv
10302,32004,ZINC000001529159,O=C(O)CCc1ccc(C(F)(F)F)nc1,oakwood-amines-and-aromatic-N-sp2.csv
10303,32005,ZINC000001529664,O=[N+]([O-])c1cc[n+]([O-])c2ccccc12,oakwood-amines-and-aromatic-N-sp2.csv
10304,32006,ZINC000001530635,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,oakwood-amines-and-aromatic-N-sp2.csv
10305,32007,ZINC000001530694,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,oakwood-amines-and-aromatic-N-sp2.csv
10306,32008,ZINC000001532545,O=C(O)c1cc(C(=O)O)c2c(n1)C(=O)C(=O)c1cc(C(=O)O)[nH]c1-2,oakwood-amines-and-aromatic-N-sp2.csv
10307,32009,ZINC000001532749,N=C(N)NCCC[C@@H](N)C(=O)O,oakwood-amines-and-aromatic-N-sp2.csv
10308,32010,ZINC000001536779,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,oakwood-amines-and-aromatic-N-sp2.csv
10309,32011,ZINC000001540998,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,oakwood-amines-and-aromatic-N-sp2.csv
10310,32012,ZINC000001543916,CC(C)[C@H](N)C(=O)OC[C@@H](CO)OCn1cnc2c(=O)[nH]c(N)nc21,oakwood-amines-and-aromatic-N-sp2.csv
10311,32013,ZINC000001556113,c1ccc(C[n+]2ccccc2)cc1,oakwood-amines-and-aromatic-N-sp2.csv
